#3FGLJ1555.7p1111
#Time (MJD)
#Rate (ph/cm^2/s)
54697.6560322222 2.69437919285179e-07 1.77085176944607e-08 15 1.56766182325883e-08 8.6105178E+08
54727.6560322222 2.5175541765071e-07 1.82882737624482e-08 15 1.67447870478712e-08 7.5470074E+08
54757.6560322222 2.4027179890677e-07 1.6107817506658e-08 15 1.50996188607599e-08 9.2811558E+08
54787.6560322222 2.86404188010072e-07 2.02265043430964e-08 15 1.73643555613592e-08 7.0180538E+08
54817.6560322222 2.27297088300373e-07 1.5741263902893e-08 15 1.51701826524365e-08 9.1950144E+08
54847.6560322222 1.99798481631439e-07 1.64510527496125e-08 15 1.69017724599048e-08 7.4074637E+08
54877.6560322222 2.11861534585223e-07 1.59019806850212e-08 15 1.58702245749029e-08 8.4017139E+08
54907.6560322222 1.74961710074568e-07 1.61406188741733e-08 15 1.77132201549297e-08 6.7443328E+08
54937.6560322222 1.86347409727653e-07 1.55558874324619e-08 15 1.65480738659975e-08 7.7275021E+08
54967.6560322222 1.9504626582228e-07 1.53956499293373e-08 15 1.60111637331116e-08 8.2544518E+08
54997.6560322222 1.70825482478868e-07 1.54340898214087e-08 15 1.7143156465669e-08 7.2003309E+08
55027.6560322222 1.926693114328e-07 1.45852224416103e-08 15 1.52635047078973e-08 9.0829203E+08
55057.6560322222 1.75301609246153e-07 1.577425631715e-08 15 1.7296137355779e-08 7.0735232E+08
55087.6560322222 2.02618887925803e-07 1.70938163867786e-08 15 1.7438030143332e-08 6.9588774E+08
55117.6560322222 2.15544673633931e-07 1.87962539204781e-08 15 1.85886863162222e-08 6.1240205E+08
55147.6560322222 1.6495245795241e-07 1.66201575796329e-08 15 1.87771127923974e-08 6.0017293E+08
55177.6560322222 1.87211304222793e-07 1.76502782437639e-08 15 1.87237929220038e-08 6.0359603E+08
55207.6560322222 1.98280318161271e-07 1.82918139307561e-08 15 1.88567054206076e-08 5.9511706E+08
55237.6560322222 2.23264253625486e-07 1.94694284565706e-08 15 1.89186284666407e-08 5.9122765E+08
55267.6560322222 2.1694099275629e-07 1.91375702157121e-08 15 1.88643989804369e-08 5.9463174E+08
55297.6560322222 2.50797441137164e-07 2.13105866147055e-08 15 1.9539847373587e-08 5.5423213E+08
55327.6560322222 2.43087794613923e-07 1.96203465788811e-08 15 1.82762980970558e-08 6.3351597E+08
55357.6560322222 2.07701475584216e-07 1.81815608039406e-08 15 1.83168656430053e-08 6.3071290E+08
55387.6560322222 2.86604921018888e-07 2.11000688082275e-08 15 1.81060190914151e-08 6.4548787E+08
55417.6560322222 2.60205702570043e-07 1.96977817813153e-08 15 1.77380713473278e-08 6.7254483E+08
55447.6560322222 1.96045475231223e-07 1.69041252626941e-08 15 1.75298638883922e-08 6.8861574E+08
55477.6560322222 2.34452232913458e-07 2.12697598755399e-08 15 2.01657457820816e-08 5.2036186E+08
55507.6560322222 2.20183010067137e-07 1.927415669181e-08 15 1.88592002145603e-08 5.9495962E+08
55537.6560322222 1.87520595589739e-07 1.78387093139376e-08 15 1.89073217235691e-08 5.9193498E+08
55567.6560322222 1.64100981680204e-07 1.60527007522124e-08 15 1.81856134967669e-08 6.3984992E+08
55597.6560322222 2.02669165991539e-07 1.82368854780134e-08 15 1.85973050257053e-08 6.1183456E+08
55627.6560322222 2.12386838357992e-07 1.87358229550248e-08 15 1.86653424172518e-08 6.0738227E+08
55657.6560322222 1.81116836996471e-07 1.84369636181754e-08 15 1.98774450749748e-08 5.3556589E+08
55687.6560322222 1.46921205205999e-07 1.57062839770745e-08 15 1.87961075656017e-08 5.9896051E+08
