0.000000000000000000e+00 -6.507833014016905615e+00
7.812500000000000000e-03 7.231987753723590373e+00
1.562500000000000000e-02 5.910147196671383441e+00
2.343750000000000000e-02 4.358832367528405527e+00
3.125000000000000000e-02 6.481633777008211084e+00
3.906250000000000000e-02 4.186338936170400871e+00
4.687500000000000000e-02 3.508379084339871667e+00
5.468750000000000000e-02 4.882369300548765167e+00
6.250000000000000000e-02 4.534908361376793096e+00
7.031250000000000000e-02 3.769218223343994367e+00
7.812500000000000000e-02 4.273087007453433728e+00
8.593750000000000000e-02 2.945216118247470760e+00
9.375000000000000000e-02 2.611401234883905076e+00
1.015625000000000000e-01 3.989989288590482630e+00
1.093750000000000000e-01 2.555252335091436677e+00
1.171875000000000000e-01 2.819713458932751493e+00
1.250000000000000000e-01 2.367860437337689916e+00
1.328125000000000000e-01 2.494868723306607805e+00
1.406250000000000000e-01 2.195621904856258411e+00
1.484375000000000000e-01 3.540060736910753292e+00
1.562500000000000000e-01 6.922575427653150371e-01
1.640625000000000000e-01 4.368659331801305612e+00
1.718750000000000000e-01 2.448547466511497461e+00
1.796875000000000000e-01 3.483515882755563453e+00
1.875000000000000000e-01 3.355105951288450683e+00
1.953125000000000000e-01 2.331089825289682338e+00
2.031250000000000000e-01 1.808262885528652220e+00
2.109375000000000000e-01 2.489158748928939957e+00
2.187500000000000000e-01 7.358160268137368121e-01
2.265625000000000000e-01 2.899585151492365398e+00
2.343750000000000000e-01 1.768211374415646020e+00
2.421875000000000000e-01 3.299005207730786537e+00
2.500000000000000000e-01 8.884527145320362251e-01
2.578125000000000000e-01 1.339028342524244408e+00
2.656250000000000000e-01 1.900447546151788458e+00
2.734375000000000000e-01 1.937650935795744545e+00
2.812500000000000000e-01 2.102496236288443399e+00
2.890625000000000000e-01 1.380757315454793854e+00
2.968750000000000000e-01 3.709826635433149278e+00
3.046875000000000000e-01 6.931393578824778245e-01
3.125000000000000000e-01 1.788310357690386709e+00
3.203125000000000000e-01 1.465275459803020652e+00
3.281250000000000000e-01 4.795028950508690713e-01
3.359375000000000000e-01 1.580895709379683822e+00
3.437500000000000000e-01 2.366945155325263173e+00
3.515625000000000000e-01 1.702463939572389506e+00
3.593750000000000000e-01 9.106122641074421153e-02
3.671875000000000000e-01 2.424253454473630498e+00
3.750000000000000000e-01 2.016109131994126002e+00
3.828125000000000000e-01 1.107446584811873080e+00
3.906250000000000000e-01 1.554391036005720039e+00
3.984375000000000000e-01 -3.047606911836968635e-01
4.062500000000000000e-01 7.110800859317052414e-01
4.140625000000000000e-01 -1.242204497875860625e-01
4.218750000000000000e-01 8.735681152144163519e-01
4.296875000000000000e-01 8.291087775243752844e-01
4.375000000000000000e-01 -1.230532178807308696e-01
4.453125000000000000e-01 1.116165522947747846e+00
