#3FGLJ2158.8-3013
#Time (MJD)
#Rate (ph/cm^2/s)
54697.6560322222 4.16466729430602e-07 2.31548862963587e-08 15 1.83542505584175e-08 7.7797331E+08
54727.6560322222 3.06031193470842e-07 2.10430798048417e-08 15 1.94506411951203e-08 6.9273984E+08
54757.6560322222 3.24152703006763e-07 2.01613015058771e-08 15 1.81110632242085e-08 7.9900614E+08
54787.6560322222 3.08445105965926e-07 2.00567861852701e-08 15 1.84685914354985e-08 7.6837011E+08
54817.6560322222 2.70700572944668e-07 1.93604024545142e-08 15 1.90254771205663e-08 7.2404723E+08
54847.6560322222 3.38246512277903e-07 2.07587069132304e-08 15 1.8255546992738e-08 7.8640870E+08
54877.6560322222 3.09102640318209e-07 2.1721453537788e-08 15 1.99766354090092e-08 6.5673978E+08
54907.6560322222 2.91156474687939e-07 2.06654480600047e-08 15 1.95819389820107e-08 6.8348128E+08
54937.6560322222 3.94887692912547e-07 2.409909332227e-08 15 1.96146094101882e-08 6.8120634E+08
54967.6560322222 4.14231023388501e-07 2.26826721708113e-08 15 1.80288108566595e-08 8.0631334E+08
54997.6560322222 2.69455005583691e-07 1.93706560012413e-08 15 1.90792486473952e-08 7.1997178E+08
55027.6560322222 3.54441506518179e-07 2.2174216997241e-08 15 1.90489617283659e-08 7.2226304E+08
55057.6560322222 3.52376874750952e-07 2.16259089168233e-08 15 1.86329614916583e-08 7.5487360E+08
55087.6560322222 2.61249703982315e-07 2.13664710116289e-08 15 2.13649203949952e-08 5.7416333E+08
55117.6560322222 1.51440764736237e-07 1.31562399547847e-08 15 1.72748617944478e-08 8.7823117E+08
55147.6560322222 2.32987200644731e-07 2.07972915925829e-08 15 2.20140406512878e-08 5.4080224E+08
55177.6560322222 2.16884579106369e-07 1.56319029341085e-08 15 1.7161477982902e-08 8.8987424E+08
55207.6560322222 2.08196024772626e-07 1.98055491161177e-08 15 2.21714313889493e-08 5.3315139E+08
55237.6560322222 1.96952879735095e-07 1.5845130986613e-08 15 1.82488005048783e-08 7.8699027E+08
55267.6560322222 1.96891626677491e-07 1.69770851207172e-08 15 1.95508545281398e-08 6.8565638E+08
55297.6560322222 2.18012921533741e-07 1.83274195838817e-08 15 2.00593081588241e-08 6.5133754E+08
55327.6560322222 2.6790831949403e-07 1.80418385344649e-08 15 1.7824443036237e-08 8.2490906E+08
55357.6560322222 3.77461089859084e-07 2.70651824472881e-08 15 2.2523599380183e-08 5.1660954E+08
55387.6560322222 2.49868211102817e-07 1.66393620525064e-08 15 1.70223803103391e-08 9.0447680E+08
55417.6560322222 2.25919557146029e-07 2.13949889545472e-08 15 2.29925377234113e-08 4.9575168E+08
55447.6560322222 3.18469905717921e-07 1.93278144909277e-08 15 1.75173639277004e-08 8.5408384E+08
55477.6560322222 3.14055776773698e-07 2.29353099854903e-08 15 2.09239403613933e-08 5.9861978E+08
55507.6560322222 3.93658616834735e-07 2.23763306365467e-08 15 1.82430748151869e-08 7.8748435E+08
55537.6560322222 4.03628687490199e-07 2.25811504494376e-08 15 1.81817226533871e-08 7.9280787E+08
55567.6560322222 3.31503717974602e-07 2.25298500059527e-08 15 2.00093665395619e-08 6.5459296E+08
55597.6560322222 3.64850716488288e-07 2.0772417878284e-08 15 1.75912769903949e-08 8.4692173E+08
55627.6560322222 3.25591562776856e-07 2.59436268130796e-08 15 2.32395135235778e-08 4.8527056E+08
55657.6560322222 3.25077675202245e-07 2.10495106092189e-08 15 1.88805059077057e-08 7.3520890E+08
55687.6560322222 2.89309986255825e-07 2.17151349461846e-08 15 2.06390981417319e-08 6.1525702E+08
55717.6560322222 2.53705466139988e-07 1.73631972596832e-08 15 1.76269442311663e-08 8.4349779E+08
55747.6560322222 1.82082604383329e-07 1.66563843609161e-08 15 1.99417198260607e-08 6.5904154E+08
55777.6560322222 2.0371795374904e-07 1.76977598289874e-08 15 2.00358530214048e-08 6.5286342E+08
55807.6560322222 2.12758754357871e-07 1.75181786283025e-08 15 1.94102829728763e-08 6.9562355E+08
55837.6560322222 1.86517216510127e-07 1.89867004746089e-08 15 2.24487726004666e-08 5.2005923E+08
55867.6560322222 2.29411645795157e-07 1.59644575206855e-08 15 1.70428241354794e-08 9.0230816E+08
55905 2.03113647724337e-07 1.82033347510732e-08 15 2.063638166118e-08 6.1541901E+08
55935 1.66289366997171e-07 1.50859510354543e-08 15 1.89004145456025e-08 7.3366086E+08
55965 1.94141782355334e-07 1.60947771949922e-08 15 1.86681844529045e-08 7.5202771E+08
55995 2.29044662591467e-07 2.05273092813424e-08 15 2.19141225718073e-08 5.4574509E+08
56025 2.5862528308067e-07 1.72994036941178e-08 15 1.73952424160857e-08 8.6611795E+08
56055 1.41626273968167e-07 1.58837039081508e-08 15 2.15400112730671e-08 5.6486694E+08
56085 2.11456998251229e-07 1.51621515202056e-08 15 1.68582593480737e-08 9.2217331E+08
