   52876.340084 0.0107562678 0.0000297207
   52876.535427 0.0108758098 0.0000200340
   52879.300242 0.0096219170 0.0000265863
   52879.301047 0.0096042090 0.0000265374
   52879.332408 0.0096752368 0.0000267337
   52879.333216 0.0096752368 0.0000267337
   52879.413412 0.0096752368 0.0000267337
   52879.414218 0.0096841522 0.0000267583
   52879.446126 0.0097467899 0.0000269314
   52879.446934 0.0097467899 0.0000269314
   52879.478779 0.0096930757 0.0000267830
   52879.479580 0.0096485401 0.0000266599
   52879.511441 0.0097198957 0.0000268571
   52879.512251 0.0097109475 0.0000268323
   52879.544070 0.0096396575 0.0000266354
   52879.544878 0.0097467899 0.0000269314
   52880.307512 0.0101498963 0.0000280452
   52880.308321 0.0099830123 0.0000275841
   52880.340594 0.0101125715 0.0000279421
   52880.341396 0.0101498963 0.0000280452
   52880.372605 0.0101498963 0.0000280452
   52880.373413 0.0100753839 0.0000278393
   52880.404200 0.0101405522 0.0000280194
   52880.405010 0.0101498963 0.0000280452
   52880.435546 0.0101312167 0.0000279936
   52880.436352 0.0101873589 0.0000187658
   52880.468330 0.0101312167 0.0000186624
   52880.469132 0.0101498963 0.0000186968
   52880.501166 0.0100753839 0.0000278393
   52880.501975 0.0100939606 0.0000278906
   52880.533920 0.0100383331 0.0000277369
   52880.534730 0.0101218898 0.0000279678
   52880.566839 0.0101032617 0.0000279163
   52880.567643 0.0101686103 0.0000280969
   52884.396319 0.0116429117 0.0000321706
   52884.397127 0.0115894174 0.0000320227
   52884.429291 0.0116000966 0.0000320523
   52884.430092 0.0115787481 0.0000319933
   52884.461895 0.0115680886 0.0000213092
   52884.462696 0.0115149380 0.0000212113
   52884.494555 0.0116107856 0.0000320818
   52884.495362 0.0116966530 0.0000323190
   52884.527972 0.0116536402 0.0000322002
   52884.559805 0.0116429117 0.0000321706
   52884.560606 0.0115680886 0.0000319638
   52885.315881 0.0122704815 0.0000339046
   52885.316690 0.0121916252 0.0000336867
   52885.347374 0.0124182845 0.0000343130
   52885.348181 0.0124182845 0.0000343130
   52885.380184 0.0124068521 0.0000342814
   52885.380989 0.0124068521 0.0000342814
   52885.412480 0.0124411809 0.0000229175
   52885.413288 0.0124986068 0.0000345349
   52885.445891 0.0123954302 0.0000228332
   52885.477720 0.0123954302 0.0000228332
   52885.478527 0.0123840189 0.0000228122
   52885.510347 0.0122931054 0.0000226447
   52885.542997 0.0124182845 0.0000343130
   52885.543799 0.0122704815 0.0000339046
   52887.353210 0.0126375127 0.0000465583
   52887.354013 0.0126491576 0.0000466012
   52887.416164 0.0127661988 0.0000352743
   52887.416969 0.0128133180 0.0000354045
   52887.447743 0.0129796088 0.0000478186
