#ttrig = 90918480.3784
# time 	 unbarycentered time 
11911.956793	12316.547485
11911.961675	12316.552368
11911.986577	12316.577271
11911.986943	12316.577637
11911.989628	12316.580322
11912.000004	12316.590698
11912.007938	12316.598633
11912.009525	12316.60022
11912.009769	12316.600464
11912.011966	12316.602661
11912.012333	12316.603027
11912.01929	12316.609985
11912.021121	12316.611816
11912.02161	12316.612305
11912.024661	12316.615356
11912.02576	12316.616455
11912.027103	12316.617798
11912.027591	12316.618286
11912.034304	12316.625
11912.035647	12316.626343
11912.037356	12316.628052
11912.040164	12316.630859
11912.04053	12316.631226
11912.040652	12316.631348
11912.042971	12316.633667
11912.043093	12316.633789
11912.043337	12316.634033
11912.043581	12316.634277
11912.045412	12316.636108
11912.046267	12316.636963
11912.048464	12316.63916
11912.051638	12316.642334
11912.051882	12316.642578
11912.052004	12316.6427
11912.054445	12316.645142
11912.054934	12316.64563
11912.055422	12316.646118
11912.058596	12316.649292
11912.059694	12316.650391
11912.061281	12316.651978
11912.062746	12316.653442
11912.06299	12316.653687
11912.063112	12316.653809
11912.064211	12316.654907
11912.064699	12316.655396
11912.065187	12316.655884
11912.065553	12316.65625
11912.065919	12316.656616
11912.069215	12316.659912
11912.070314	12316.661011
11912.072633	12316.66333
11912.073121	12316.663818
11912.07483	12316.665527
11912.074952	12316.665649
11912.07776	12316.668457
11912.078126	12316.668823
11912.079591	12316.670288
11912.082765	12316.673462
11912.084718	12316.675415
11912.087403	12316.678101
11912.090333	12316.68103
11912.093018	12316.683716
11912.093995	12316.684692
11912.094727	12316.685425
11912.095459	12316.686157
11912.095581	12316.686279
11912.095948	12316.686646
11912.097657	12316.688354
11912.097779	12316.688477
11912.098633	12316.689331
11912.103027	12316.693726
11912.104736	12316.695435
11912.10852	12316.699219
11912.110351	12316.70105
11912.111084	12316.701782
11912.111572	12316.702271
11912.112915	12316.703613
11912.115112	12316.705811
11912.115234	12316.705933
11912.117065	12316.707764
11912.117187	12316.707886
11912.119262	12316.709961
11912.119262	12316.709961
11912.120727	12316.711426
11912.121704	12316.712402
11912.121826	12316.712524
11912.130492	12316.721191
11912.130614	12316.721313
11912.134154	12316.724854
11912.134887	12316.725586
11912.135009	12316.725708
11912.135009	12316.725708
11912.138182	12316.728882
11912.143431	12316.734131
11912.144408	12316.735107
11912.148924	12316.739624
11912.150145	12316.740845
11912.151243	12316.741943
11912.151488	12316.742188
11912.154905	12316.745605
11912.157835	12316.748535
11912.159422	12316.750122
11912.166135	12316.756836
11912.168455	12316.759155
11912.172117	12316.762817
11912.173582	12316.764282
11912.176023	12316.766724
11912.179563	12316.770264
11912.180173	12316.770874
11912.191525	12316.782227
11912.192868	12316.783569
11912.19299	12316.783691
11912.197873	12316.788574
11912.202389	12316.793091
11912.20422	12316.794922
11912.209103	12316.799805
11912.209469	12316.800171
11912.209591	12316.800293
11912.210079	12316.800781
11912.213863	12316.804565
11912.213985	12316.804688
11912.214596	12316.805298
11912.214718	12316.80542
11912.215084	12316.805786
11912.223384	12316.814087
11912.224361	12316.815063
11912.225337	12316.81604
11912.229732	12316.820435
11912.230464	12316.821167
11912.235591	12316.826294
11912.235591	12316.826294
11912.241816	12316.83252
11912.244258	12316.834961
11912.246577	12316.83728
11912.247431	12316.838135
11912.254145	12316.844849
11912.258417	12316.849121
11912.260126	12316.85083
11912.261347	12316.852051
11912.267938	12316.858643
11912.268305	12316.859009
11912.268793	12316.859497
11912.272089	12316.862793
11912.276971	12316.867676
11912.283074	12316.873779
11912.283197	12316.873901
11912.287957	12316.878662
11912.288445	12316.87915
11912.294305	12316.88501
11912.294671	12316.885376
11912.320671	12316.911377
11912.324821	12316.915527
11912.325553	12316.91626
11912.330192	12316.920898
11912.330436	12316.921143
11912.340934	12316.931641
11912.348624	12316.939331
11912.351553	12316.942261
11912.356924	12316.947632
11912.370107	12316.960815
11912.371572	12316.96228
11912.381826	12316.972534
11912.387197	12316.977905
11912.387319	12316.978027
11912.391103	12316.981812
11912.396596	12316.987305
11912.413685	12317.004395
11912.422352	12317.013062
11912.431873	12317.022583
11912.435046	12317.025757
11912.440295	12317.031006
11912.444812	12317.035522
11912.446521	12317.037231
11912.451525	12317.042236
11912.45592	12317.046631
11912.458727	12317.049438
11912.462633	12317.053345
11912.465075	12317.055786
11912.469225	12317.059937
11912.474718	12317.06543
11912.480211	12317.070923
11912.48192	12317.072632
11912.488267	12317.078979
11912.48961	12317.080322
11912.49376	12317.084473
11912.493882	12317.084595
11912.497178	12317.087891
11912.50499	12317.095703
11912.5056	12317.096313
11912.51683	12317.107544
11912.519516	12317.110229
11912.519638	12317.110352
11912.521835	12317.112549
11912.525253	12317.115967
11912.529281	12317.119995
11912.534164	12317.124878
11912.544783	12317.135498
11912.549422	12317.140137
11912.558943	12317.149658
11912.560286	12317.151001
11912.564436	12317.155151
11912.566755	12317.157471
11912.567244	12317.157959
11912.579206	12317.169922
