#ttrig = 90918480.3784
# time 	 unbarycentered time 
17106.800818	17511.70105
17106.803625	17511.703857
17106.804235	17511.704468
17106.813146	17511.713379
17106.817174	17511.717407
17106.819005	17511.719238
17106.825597	17511.72583
17106.826207	17511.72644
17106.8317	17511.731934
17106.832799	17511.733032
17106.833165	17511.733398
17106.838414	17511.738647
17106.848668	17511.748901
17106.851597	17511.751831
17106.851719	17511.751953
17106.859043	17511.759277
17106.859165	17511.759399
17106.86356	17511.763794
17106.866245	17511.766479
17106.8671	17511.767334
17106.869419	17511.769653
17106.873813	17511.774048
17106.8754	17511.775635
17106.881992	17511.782227
17106.883212	17511.783447
17106.884921	17511.785156
17106.885654	17511.785889
17106.886996	17511.787231
17106.887851	17511.788086
17106.88956	17511.789795
17106.89078	17511.791016
17106.892367	17511.792603
17106.896396	17511.796631
17106.896518	17511.796753
17106.908968	17511.809204
17106.909701	17511.809937
17106.910677	17511.810913
17106.911654	17511.81189
17106.913851	17511.814087
17106.914828	17511.815063
17106.916536	17511.816772
17106.924959	17511.825195
17106.930086	17511.830322
17106.930452	17511.830688
17106.932161	17511.832397
17106.932283	17511.83252
17106.946687	17511.846924
17106.947175	17511.847412
17106.94864	17511.848877
17106.949006	17511.849243
17106.951325	17511.851563
17106.952546	17511.852783
17106.956208	17511.856445
17106.956574	17511.856812
17106.957551	17511.857788
17106.959992	17511.860229
17106.96048	17511.860718
17106.964142	17511.86438
17106.967072	17511.86731
17106.969025	17511.869263
17106.970612	17511.87085
17106.972199	17511.872437
17106.972321	17511.872559
17106.973419	17511.873657
17106.974518	17511.874756
17106.974762	17511.875
17106.974884	17511.875122
17106.975617	17511.875854
17106.975861	17511.876099
17106.976105	17511.876343
17106.976349	17511.876587
17106.976593	17511.876831
17106.976837	17511.877075
17106.976959	17511.877197
17106.977936	17511.878174
17106.978546	17511.878784
17106.979523	17511.879761
17106.980987	17511.881226
17106.98111	17511.881348
17106.981598	17511.881836
17106.98172	17511.881958
17106.981842	17511.88208
17106.982452	17511.88269
17106.983551	17511.883789
17106.985138	17511.885376
17106.986114	17511.886353
17106.987213	17511.887451
17106.98941	17511.889648
17106.989532	17511.889771
17106.989654	17511.889893
17106.990265	17511.890503
17106.99295	17511.893188
17106.993804	17511.894043
17106.994293	17511.894531
17106.994415	17511.894653
17106.997466	17511.897705
17106.998443	17511.898682
17107.000396	17511.900635
17107.000396	17511.900635
17107.001128	17511.901367
17107.002593	17511.902832
17107.002959	17511.903198
17107.003814	17511.904053
17107.00479	17511.905029
17107.006866	17511.907104
17107.00711	17511.907349
17107.007232	17511.907471
17107.00772	17511.907959
17107.008574	17511.908813
17107.008697	17511.908936
17107.009063	17511.909302
17107.010161	17511.9104
17107.011992	17511.912231
17107.013457	17511.913696
17107.014434	17511.914673
17107.015654	17511.915894
17107.016509	17511.916748
17107.017241	17511.91748
17107.017729	17511.917969
17107.019194	17511.919434
17107.019683	17511.919922
17107.020537	17511.920776
17107.020537	17511.920776
17107.021758	17511.921997
17107.025542	17511.925781
17107.026274	17511.926514
17107.027373	17511.927612
17107.027617	17511.927856
17107.027983	17511.928223
17107.029814	17511.930054
17107.030424	17511.930664
17107.031157	17511.931396
17107.031767	17511.932007
17107.041654	17511.941895
17107.047025	17511.947266
17107.049589	17511.949829
17107.053129	17511.953369
17107.054349	17511.95459
17107.058744	17511.958984
17107.064603	17511.964844
17107.0668	17511.967041
17107.067655	17511.967896
17107.067777	17511.968018
17107.070828	17511.971069
17107.076199	17511.97644
17107.07803	17511.978271
17107.079373	17511.979614
17107.080105	17511.980347
17107.08157	17511.981812
17107.084011	17511.984253
17107.085354	17511.985596
17107.086453	17511.986694
17107.090237	17511.990479
17107.090237	17511.990479
17107.094631	17511.994873
17107.096951	17511.997192
17107.097073	17511.997314
17107.100735	17512.000977
17107.101955	17512.002197
17107.104152	17512.004395
17107.104274	17512.004517
17107.109035	17512.009277
17107.111721	17512.011963
17107.112941	17512.013184
17107.115138	17512.015381
17107.120143	17512.020386
17107.122951	17512.023193
17107.123195	17512.023438
17107.127345	17512.027588
17107.132716	17512.032959
17107.134059	17512.034302
17107.13711	17512.037354
17107.13711	17512.037354
17107.13711	17512.037354
17107.137477	17512.03772
17107.137599	17512.037842
17107.137965	17512.038208
17107.137965	17512.038208
17107.138331	17512.038574
17107.138453	17512.038696
17107.139185	17512.039429
17107.14065	17512.040894
17107.142237	17512.04248
17107.146632	17512.046875
17107.146876	17512.047119
17107.14712	17512.047363
17107.149683	17512.049927
17107.151636	17512.05188
17107.160547	17512.060791
17107.161279	17512.061523
17107.167749	17512.067993
17107.167871	17512.068115
17107.176294	17512.076538
17107.178003	17512.078247
17107.180444	17512.080688
17107.185571	17512.085815
17107.195946	17512.096191
17107.201561	17512.101807
17107.206322	17512.106567
