#ttrig = 90890757.3784
# time 	 unbarycentered time 
24829.470927	25233.231201
24829.491189	25233.251465
24829.49241	25233.252686
24829.496316	25233.256592
24829.496926	25233.257202
24829.498147	25233.258423
24829.508644	25233.268921
24829.509864	25233.270142
24829.510475	25233.270752
24829.527197	25233.287476
24829.528662	25233.28894
24829.530859	25233.291138
24829.530859	25233.291138
24829.531591	25233.29187
24829.533544	25233.293823
24829.538549	25233.298828
24829.539159	25233.299438
24829.544285	25233.304565
24829.558078	25233.318359
24829.566012	25233.326294
24829.573336	25233.333618
24829.573946	25233.334229
24829.574312	25233.334595
24829.590424	25233.350708
24829.595551	25233.355835
24829.601898	25233.362183
24829.609466	25233.369751
24829.613128	25233.373413
24829.615203	25233.375488
24829.633145	25233.393433
24829.635953	25233.39624
24829.644497	25233.404785
24829.646328	25233.406616
24829.662318	25233.422607
24829.662562	25233.422852
24829.665491	25233.425781
24829.666834	25233.427124
24829.677331	25233.437622
24829.67965	25233.439941
24829.679895	25233.440186
24829.70272	25233.463013
24829.705405	25233.465698
24829.708945	25233.469238
24829.72225	25233.482544
24829.733601	25233.493896
24829.738728	25233.499023
24829.740437	25233.500732
24829.741047	25233.501343
24829.744465	25233.504761
24829.744465	25233.504761
24829.752154	25233.512451
24829.766924	25233.527222
24829.769609	25233.529907
24829.77205	25233.532349
24829.773393	25233.533691
24829.780839	25233.541138
24829.789505	25233.549805
24829.790603	25233.550903
24829.790847	25233.551147
24829.797683	25233.557983
24829.800246	25233.560547
24829.802687	25233.562988
24829.803786	25233.564087
24829.805739	25233.56604
24829.817823	25233.578125
24829.819654	25233.579956
24829.821607	25233.581909
24829.825757	25233.58606
24829.830639	25233.590942
24829.83186	25233.592163
24829.838329	25233.598633
24829.846385	25233.606689
24829.846629	25233.606934
24829.848094	25233.608398
24829.875313	25233.63562
24829.877632	25233.637939
24829.879341	25233.639648
24829.880928	25233.641235
24829.884834	25233.645142
24829.892524	25233.652832
24829.896186	25233.656494
24829.896552	25233.65686
24829.914006	25233.674316
24829.917302	25233.677612
24829.918767	25233.679077
24829.919011	25233.679321
24829.927555	25233.687866
24829.93732	25233.697632
24829.941592	25233.701904
