#ttrig = 90890757.3784
# time 	 unbarycentered time 
24418.667125	24822.393921
24418.674327	24822.401123
24418.678477	24822.405273
24418.691415	24822.418213
24418.693368	24822.420166
24418.695443	24822.422241
24418.698373	24822.425171
24418.699593	24822.426392
24418.702889	24822.429688
24418.707161	24822.43396
24418.709236	24822.436035
24418.70948	24822.436279
24418.710457	24822.437256
24418.711311	24822.43811
24418.712898	24822.439697
24418.715217	24822.442017
24418.715461	24822.442261
24418.715583	24822.442383
24418.719733	24822.446533
24418.721564	24822.448364
24418.722297	24822.449097
24418.722907	24822.449707
24418.723639	24822.450439
24418.725104	24822.451904
24418.725714	24822.452515
24418.72608	24822.452881
24418.731451	24822.458252
24418.735479	24822.46228
24418.739385	24822.466187
24418.739507	24822.466309
24418.740239	24822.467041
24418.742559	24822.46936
24418.743657	24822.470459
24418.744756	24822.471558
24418.74561	24822.472412
24418.746098	24822.4729
24418.746709	24822.473511
24418.747929	24822.474731
24418.750126	24822.476929
24418.751591	24822.478394
24418.751835	24822.478638
24418.752201	24822.479004
24418.752934	24822.479736
24418.754765	24822.481567
24418.755863	24822.482666
24418.756107	24822.48291
24418.757328	24822.484131
24418.757572	24822.484375
24418.757572	24822.484375
24418.757694	24822.484497
24418.757694	24822.484497
24418.758304	24822.485107
24418.758671	24822.485474
24418.758915	24822.485718
24418.760624	24822.487427
24418.76099	24822.487793
24418.761478	24822.488281
24418.761966	24822.48877
24418.76221	24822.489014
24418.762821	24822.489624
24418.762821	24822.489624
24418.763675	24822.490479
24418.763797	24822.490601
24418.763919	24822.490723
24418.764163	24822.490967
24418.764285	24822.491089
24418.764285	24822.491089
24418.764407	24822.491211
24418.76453	24822.491333
24418.764896	24822.491699
24418.765872	24822.492676
24418.765872	24822.492676
24418.765872	24822.492676
24418.767093	24822.493896
24418.767215	24822.494019
24418.767459	24822.494263
24418.767581	24822.494385
24418.768435	24822.495239
24418.769534	24822.496338
24418.770022	24822.496826
24418.771487	24822.498291
24418.772952	24822.499756
24418.773562	24822.500366
24418.776125	24822.50293
24418.777102	24822.503906
24418.779909	24822.506714
24418.780886	24822.50769
24418.784303	24822.511108
24418.784914	24822.511719
24418.785646	24822.512451
24418.789308	24822.516113
24418.790284	24822.51709
24418.792603	24822.519409
24418.794434	24822.52124
24418.794556	24822.521362
24418.799683	24822.526489
24418.800537	24822.527344
24418.80127	24822.528076
24418.804199	24822.531006
24418.808227	24822.535034
24418.811523	24822.53833
24418.820067	24822.546875
24418.820799	24822.547607
24418.828611	24822.55542
24418.833372	24822.560181
24418.835447	24822.562256
24418.850826	24822.577637
24418.851559	24822.578369
24418.853267	24822.580078
24418.854122	24822.580933
24418.85522	24822.582031
24418.861079	24822.587891
24418.863521	24822.590332
24418.863643	24822.590454
24418.86645	24822.593262
24418.866816	24822.593628
24418.868037	24822.594849
24418.869868	24822.59668
24418.870112	24822.596924
24418.870478	24822.59729
24418.870722	24822.597534
24418.878046	24822.604858
24418.878168	24822.60498
24418.880365	24822.607178
24418.882196	24822.609009
24418.882318	24822.609131
24418.884149	24822.610962
24418.88598	24822.612793
24418.88659	24822.613403
24418.889153	24822.615967
24418.89074	24822.617554
24418.893792	24822.620605
24418.895134	24822.621948
24418.895378	24822.622192
24418.895744	24822.622559
24418.896721	24822.623535
24418.89782	24822.624634
24418.901725	24822.62854
24418.90319	24822.630005
24418.905387	24822.632202
24418.905631	24822.632446
24418.912955	24822.639771
24418.91442	24822.641235
24418.918936	24822.645752
24418.91979	24822.646606
24418.920157	24822.646973
24418.922964	24822.64978
24418.923696	24822.650513
24418.92394	24822.650757
24418.926626	24822.653442
24418.926992	24822.653809
24418.935048	24822.661865
24418.935658	24822.662476
24418.937611	24822.664429
24418.94408	24822.670898
24418.944813	24822.671631
24418.948108	24822.674927
24418.948719	24822.675537
24418.952258	24822.679077
24418.954456	24822.681274
24418.95592	24822.682739
24418.957385	24822.684204
24418.960437	24822.687256
24418.962145	24822.688965
