#ttrig = 90918480.3784
# time 	 unbarycentered time 
12535.958257	12940.57605
12535.962163	12940.579956
12535.962895	12940.580688
12535.970341	12940.588135
12535.971684	12940.589478
12535.994998	12940.612793
12536.006228	12940.624023
12536.006838	12940.624634
12536.00696	12940.624756
12536.010012	12940.627808
12536.010866	12940.628662
12536.012819	12940.630615
12536.020631	12940.638428
12536.020631	12940.638428
12536.021242	12940.639038
12536.021364	12940.63916
12536.021852	12940.639648
12536.021852	12940.639648
12536.022462	12940.640259
12536.022829	12940.640625
12536.023195	12940.640991
12536.023927	12940.641724
12536.025026	12940.642822
12536.02527	12940.643066
12536.025392	12940.643188
12536.025758	12940.643555
12536.02588	12940.643677
12536.026246	12940.644043
12536.027345	12940.645142
12536.027467	12940.645264
12536.027711	12940.645508
12536.027833	12940.64563
12536.02881	12940.646606
12536.029176	12940.646973
12536.029542	12940.647339
12536.029664	12940.647461
12536.030397	12940.648193
12536.030763	12940.64856
12536.031129	12940.648926
12536.033082	12940.650879
12536.033326	12940.651123
12536.037354	12940.655151
12536.039551	12940.657349
12536.04065	12940.658447
12536.041871	12940.659668
12536.041871	12940.659668
12536.043702	12940.661499
12536.045044	12940.662842
12536.045166	12940.662964
12536.047241	12940.665039
12536.049072	12940.66687
12536.051636	12940.669434
12536.051758	12940.669556
12536.05542	12940.673218
12536.055786	12940.673584
