#ttrig = 90918480.3784
# time 	 unbarycentered time 
18709.518144	19114.487793
18709.51851	19114.488159
18709.521196	19114.490845
18709.523271	19114.49292
18709.527421	19114.49707
18709.527665	19114.497314
18709.527665	19114.497314
18709.527787	19114.497437
18709.529984	19114.499634
18709.530717	19114.500366
18709.530961	19114.50061
18709.531083	19114.500732
18709.531937	19114.501587
18709.533768	19114.503418
18709.535965	19114.505615
18709.537064	19114.506714
18709.539505	19114.509155
18709.540482	19114.510132
18709.540848	19114.510498
18709.541214	19114.510864
18709.5439	19114.51355
18709.5439	19114.51355
18709.544144	19114.513794
18709.545608	19114.515259
18709.546341	19114.515991
18709.546463	19114.516113
18709.547683	19114.517334
18709.54805	19114.5177
18709.548416	19114.518066
18709.549392	19114.519043
18709.549759	19114.519409
18709.550003	19114.519653
18709.550125	19114.519775
18709.550735	19114.520386
18709.550735	19114.520386
18709.551345	19114.520996
18709.551345	19114.520996
18709.551712	19114.521362
18709.551834	19114.521484
18709.552688	19114.522339
18709.553054	19114.522705
18709.553054	19114.522705
18709.553176	19114.522827
18709.554275	19114.523926
18709.554397	19114.524048
18709.554641	19114.524292
18709.554885	19114.524536
18709.555007	19114.524658
18709.555251	19114.524902
18709.555251	19114.524902
18709.555373	19114.525024
18709.555495	19114.525146
18709.555862	19114.525513
18709.556594	19114.526245
18709.556838	19114.526489
18709.55696	19114.526611
18709.557082	19114.526733
18709.557082	19114.526733
18709.557204	19114.526855
18709.557204	19114.526855
18709.557326	19114.526978
18709.557326	19114.526978
18709.557326	19114.526978
18709.557448	19114.5271
18709.557693	19114.527344
18709.557815	19114.527466
18709.557937	19114.527588
18709.557937	19114.527588
18709.558059	19114.52771
18709.558059	19114.52771
18709.558547	19114.528198
18709.558669	19114.52832
18709.558791	19114.528442
18709.558913	19114.528564
18709.558913	19114.528564
18709.558913	19114.528564
18709.559035	19114.528687
18709.559035	19114.528687
18709.559157	19114.528809
18709.559157	19114.528809
18709.559157	19114.528809
18709.559279	19114.528931
18709.559524	19114.529175
18709.559646	19114.529297
18709.55989	19114.529541
18709.560012	19114.529663
18709.560256	19114.529907
18709.560256	19114.529907
18709.560622	19114.530273
18709.560866	19114.530518
18709.560988	19114.53064
18709.560988	19114.53064
18709.560988	19114.53064
18709.560988	19114.53064
18709.560988	19114.53064
18709.56111	19114.530762
18709.56111	19114.530762
18709.561232	19114.530884
18709.561354	19114.531006
18709.561477	19114.531128
18709.561599	19114.53125
18709.561721	19114.531372
18709.561843	19114.531494
18709.561965	19114.531616
18709.561965	19114.531616
18709.562087	19114.531738
18709.562087	19114.531738
18709.562209	19114.53186
18709.562331	19114.531982
18709.562819	19114.532471
18709.562941	19114.532593
18709.563063	19114.532715
18709.563063	19114.532715
18709.563185	19114.532837
18709.563308	19114.532959
18709.563308	19114.532959
18709.56343	19114.533081
18709.56343	19114.533081
18709.563918	19114.533569
18709.563918	19114.533569
18709.564162	19114.533813
18709.564162	19114.533813
18709.564284	19114.533936
18709.564406	19114.534058
18709.564528	19114.53418
18709.56465	19114.534302
18709.56465	19114.534302
18709.564894	19114.534546
18709.564894	19114.534546
18709.564894	19114.534546
18709.565016	19114.534668
18709.565016	19114.534668
18709.565383	19114.535034
18709.565505	19114.535156
18709.565749	19114.5354
18709.565749	19114.5354
18709.565871	19114.535522
18709.565871	19114.535522
18709.565871	19114.535522
18709.565993	19114.535645
18709.566115	19114.535767
18709.566359	19114.536011
18709.566359	19114.536011
18709.566481	19114.536133
18709.566603	19114.536255
18709.566725	19114.536377
18709.566725	19114.536377
18709.566847	19114.536499
18709.566847	19114.536499
18709.566969	19114.536621
18709.567091	19114.536743
18709.567091	19114.536743
18709.567091	19114.536743
18709.567091	19114.536743
18709.567336	19114.536987
18709.567458	19114.537109
18709.56758	19114.537231
18709.56758	19114.537231
18709.567702	19114.537354
18709.567702	19114.537354
18709.567702	19114.537354
18709.567702	19114.537354
18709.567824	19114.537476
18709.567824	19114.537476
18709.567946	19114.537598
18709.56819	19114.537842
18709.568312	19114.537964
18709.568312	19114.537964
18709.568434	19114.538086
18709.568434	19114.538086
18709.568434	19114.538086
18709.568556	19114.538208
18709.568556	19114.538208
