#ttrig = 89837420.3784
# time 	 unbarycentered time 
127.577568	459.170344
127.589426	459.182203
127.590724	459.183502
127.591677	459.184455
127.592976	459.185754
127.594468	459.187246
127.594642	459.18742
127.601669	459.194448
127.604429	459.197208
127.610466	459.203245
127.611944	459.204723
127.61218	459.20496
127.612753	459.205533
127.620708	459.213489
127.630637	459.223418
127.630695	459.223476
127.631118	459.2239
127.6314	459.224181
127.632655	459.225436
127.632839	459.22562
127.633255	459.226037
127.633358	459.22614
127.634266	459.227048
127.634662	459.227444
127.635237	459.228019
127.636109	459.228891
127.636235	459.229017
127.636479	459.229261
127.636734	459.229516
127.638802	459.231585
127.639072	459.231854
127.642493	459.235275
127.643814	459.236597
127.644664	459.237447
127.644849	459.237632
127.645612	459.238395
127.646912	459.239695
127.648383	459.241166
127.648963	459.241746
127.650918	459.243701
127.653605	459.246388
127.653758	459.246542
127.654606	459.24739
127.656096	459.248879
127.658481	459.251265
127.660821	459.253605
127.661856	459.254641
127.662755	459.25554
127.663007	459.255792
127.663768	459.256553
127.664354	459.257138
127.66436	459.257145
127.664778	459.257563
127.665684	459.258469
127.665928	459.258713
127.670994	459.26378
127.671362	459.264147
127.67199	459.264775
127.672003	459.264789
127.673151	459.265937
127.674805	459.267591
127.676422	459.269208
127.676763	459.269548
127.677136	459.269921
127.677206	459.269992
127.677546	459.270331
127.677701	459.270487
127.679468	459.272254
127.679767	459.272553
127.68011	459.272896
127.680655	459.273441
127.6808	459.273586
127.68139	459.274176
127.68289	459.275677
127.683561	459.276347
127.687321	459.280108
127.687627	459.280414
127.688005	459.280791
127.689444	459.282231
127.689871	459.282658
127.689948	459.282735
127.690012	459.282799
127.690369	459.283156
127.690809	459.283596
127.691225	459.284012
127.691309	459.284096
127.691707	459.284494
127.691747	459.284534
127.692016	459.284803
127.692099	459.284886
127.692127	459.284914
127.692668	459.285455
127.692704	459.285491
127.692993	459.28578
127.693033	459.28582
127.693494	459.286282
127.69366	459.286448
127.69392	459.286707
127.694056	459.286843
127.694093	459.286881
127.694731	459.287519
127.695161	459.287949
127.695202	459.28799
127.695295	459.288082
127.69543	459.288218
127.695851	459.288638
127.695944	459.288732
127.696655	459.289443
127.696909	459.289697
127.69782	459.290607
127.698188	459.290976
127.698552	459.29134
127.698956	459.291744
127.699245	459.292033
127.699376	459.292164
127.699543	459.292331
127.699839	459.292626
127.700463	459.293251
127.700474	459.293262
127.700703	459.293491
127.700755	459.293543
127.700873	459.293661
127.701052	459.29384
127.701074	459.293862
127.70191	459.294698
127.702122	459.29491
127.702457	459.295245
127.702522	459.29531
127.702734	459.295522
127.704106	459.296894
127.704403	459.297192
127.704959	459.297748
127.705263	459.298052
127.705294	459.298082
127.706036	459.298824
127.706761	459.299549
127.707128	459.299916
127.708342	459.30113
127.709235	459.302024
127.709331	459.302119
127.709391	459.302179
127.709695	459.302484
127.710186	459.302975
127.710215	459.303003
127.710315	459.303103
127.710848	459.303637
127.711167	459.303956
127.711524	459.304313
127.713937	459.306726
127.71449	459.30728
127.716009	459.308798
