#ttrig = 90890757.3784
# time 	 unbarycentered time 
18235.530066	18638.892822
18235.542028	18638.904785
18235.542882	18638.90564
18235.543004	18638.905762
18235.548253	18638.911011
18235.549474	18638.912231
18235.552281	18638.915039
18235.555699	18638.918457
18235.555821	18638.918579
18235.557652	18638.92041
18235.557896	18638.920654
18235.560093	18638.922852
18235.564487	18638.927246
18235.566318	18638.929077
18235.575228	18638.937988
18235.579012	18638.941772
18235.58597	18638.94873
18235.586702	18638.949463
18235.588899	18638.95166
18235.590486	18638.953247
18235.591951	18638.954712
18235.592561	18638.955322
18235.592561	18638.955322
18235.592683	18638.955444
18235.592683	18638.955444
18235.592683	18638.955444
18235.593049	18638.955811
18235.593293	18638.956055
18235.593538	18638.956299
18235.59366	18638.956421
18235.593904	18638.956665
18235.595124	18638.957886
18235.596101	18638.958862
18235.596467	18638.959229
18235.597688	18638.960449
18235.598542	18638.961304
18235.598786	18638.961548
18235.598908	18638.96167
18235.599274	18638.962036
18235.599519	18638.96228
18235.599885	18638.962646
18235.60196	18638.964722
18235.60257	18638.965332
18235.602936	18638.965698
18235.603058	18638.96582
18235.603058	18638.96582
18235.603058	18638.96582
18235.603791	18638.966553
18235.603913	18638.966675
18235.604401	18638.967163
18235.605011	18638.967773
18235.605622	18638.968384
18235.605744	18638.968506
18235.605866	18638.968628
18235.606232	18638.968994
18235.607208	18638.969971
18235.607453	18638.970215
18235.607453	18638.970215
18235.607697	18638.970459
18235.608795	18638.971558
18235.60965	18638.972412
18235.609894	18638.972656
18235.610992	18638.973755
18235.611969	18638.974731
18235.612457	18638.97522
18235.612579	18638.975342
18235.612945	18638.975708
18235.614898	18638.977661
18235.614898	18638.977661
18235.617217	18638.97998
18235.617828	18638.980591
18235.61795	18638.980713
18235.620391	18638.983154
18235.622832	18638.985596
18235.624541	18638.987305
18235.629912	18638.992676
18235.637602	18639.000366
18235.638212	18639.000977
18235.642362	18639.005127
18235.644925	18639.00769
18235.644925	18639.00769
18235.652493	18639.015259
18235.656399	18639.019165
18235.665432	18639.028198
18235.667873	18639.03064
18235.667873	18639.03064
18235.668605	18639.031372
18235.669338	18639.032104
18235.670802	18639.033569
18235.672999	18639.035767
18235.673121	18639.035889
18235.67422	18639.036987
18235.67483	18639.037598
18235.676539	18639.039307
18235.677272	18639.040039
18235.677516	18639.040283
18235.678248	18639.041016
18235.681055	18639.043823
18235.683985	18639.046753
18235.684229	18639.046997
18235.684961	18639.047729
18235.687647	18639.050415
18235.688135	18639.050903
18235.689111	18639.05188
18235.691919	18639.054688
18235.693017	18639.055786
18235.693872	18639.056641
18235.695459	18639.058228
18235.696313	18639.059082
18235.696801	18639.05957
18235.697656	18639.060425
18235.698144	18639.060913
18235.69851	18639.061279
18235.699365	18639.062134
18235.700097	18639.062866
18235.700463	18639.063232
18235.700585	18639.063354
18235.701195	18639.063965
18235.70144	18639.064209
18235.701928	18639.064697
18235.703026	18639.065796
18235.703393	18639.066162
18235.704369	18639.067139
18235.705712	18639.068481
18235.706444	18639.069214
18235.706688	18639.069458
18235.707543	18639.070313
18235.709252	18639.072021
18235.709618	18639.072388
18235.710228	18639.072998
18235.71096	18639.07373
18235.711937	18639.074707
18235.714744	18639.077515
18235.715355	18639.078125
18235.715599	18639.078369
18235.718772	18639.081543
18235.719138	18639.081909
18235.720359	18639.08313
18235.720481	18639.083252
18235.720847	18639.083618
18235.723289	18639.08606
18235.723533	18639.086304
18235.724021	18639.086792
18235.724509	18639.08728
18235.724631	18639.087402
18235.725242	18639.088013
18235.725242	18639.088013
18235.725242	18639.088013
18235.725486	18639.088257
18235.725486	18639.088257
18235.725608	18639.088379
18235.725608	18639.088379
18235.725608	18639.088379
18235.725608	18639.088379
18235.726218	18639.088989
18235.726462	18639.089233
18235.726706	18639.089478
18235.727561	18639.090332
18235.727683	18639.090454
18235.728903	18639.091675
18235.729147	18639.091919
18235.729636	18639.092407
18235.730734	18639.093506
18235.731345	18639.094116
18235.731345	18639.094116
18235.731589	18639.09436
18235.732077	18639.094849
18235.732565	18639.095337
18235.733298	18639.096069
18235.733542	18639.096313
18235.734274	18639.097046
18235.734762	18639.097534
18235.735373	18639.098145
18235.735861	18639.098633
18235.736349	18639.099121
18235.736349	18639.099121
18235.736471	18639.099243
18235.738424	18639.101196
18235.738668	18639.10144
18235.739156	18639.101929
