#ttrig = 90918480.3784
# time 	 unbarycentered time 
14252.5326	14657.270752
14252.535529	14657.273682
14252.537482	14657.275635
14252.543219	14657.281372
14252.547247	14657.2854
14252.548467	14657.286621
14252.549322	14657.287476
14252.549444	14657.287598
14252.54981	14657.287964
14252.549932	14657.288086
14252.549932	14657.288086
14252.551153	14657.289307
14252.553472	14657.291626
14252.554082	14657.292236
14252.554326	14657.29248
14252.554692	14657.292847
14252.554815	14657.292969
14252.555059	14657.293213
14252.555425	14657.293579
14252.555425	14657.293579
14252.555547	14657.293701
14252.555669	14657.293823
14252.556279	14657.294434
14252.556279	14657.294434
14252.556401	14657.294556
14252.556401	14657.294556
14252.556523	14657.294678
14252.556523	14657.294678
14252.556645	14657.2948
14252.556645	14657.2948
14252.556645	14657.2948
14252.55689	14657.295044
14252.557012	14657.295166
14252.557256	14657.29541
14252.557256	14657.29541
14252.557256	14657.29541
14252.557378	14657.295532
14252.5575	14657.295654
14252.557744	14657.295898
14252.557744	14657.295898
14252.557744	14657.295898
14252.55811	14657.296265
14252.55811	14657.296265
14252.558232	14657.296387
14252.558354	14657.296509
14252.558598	14657.296753
14252.55872	14657.296875
14252.558965	14657.297119
14252.558965	14657.297119
14252.559087	14657.297241
14252.559209	14657.297363
14252.559331	14657.297485
14252.559331	14657.297485
14252.559331	14657.297485
14252.559453	14657.297607
14252.559575	14657.297729
14252.559819	14657.297974
14252.559819	14657.297974
14252.559819	14657.297974
14252.559819	14657.297974
14252.560185	14657.29834
14252.560185	14657.29834
14252.560673	14657.298828
14252.560673	14657.298828
14252.560795	14657.29895
14252.560795	14657.29895
14252.560918	14657.299072
14252.56104	14657.299194
14252.56104	14657.299194
14252.56104	14657.299194
14252.561162	14657.299316
14252.561284	14657.299438
14252.561284	14657.299438
14252.561284	14657.299438
14252.561406	14657.299561
14252.561528	14657.299683
14252.56165	14657.299805
14252.561772	14657.299927
14252.561772	14657.299927
14252.561894	14657.300049
14252.561894	14657.300049
14252.561894	14657.300049
14252.562138	14657.300293
14252.56226	14657.300415
14252.562382	14657.300537
14252.562382	14657.300537
14252.562504	14657.300659
14252.562504	14657.300659
14252.562626	14657.300781
14252.562748	14657.300903
14252.562748	14657.300903
14252.562748	14657.300903
14252.56287	14657.301025
14252.56287	14657.301025
14252.56287	14657.301025
14252.562993	14657.301147
14252.562993	14657.301147
14252.563237	14657.301392
14252.563237	14657.301392
14252.563237	14657.301392
14252.563359	14657.301514
14252.563481	14657.301636
14252.563481	14657.301636
14252.563603	14657.301758
14252.563725	14657.30188
14252.563847	14657.302002
14252.563969	14657.302124
14252.564091	14657.302246
14252.564091	14657.302246
14252.564335	14657.30249
14252.564457	14657.302612
14252.564457	14657.302612
14252.564579	14657.302734
14252.564823	14657.302979
14252.56519	14657.303345
14252.565312	14657.303467
14252.565434	14657.303589
14252.566044	14657.304199
14252.566166	14657.304321
14252.566288	14657.304443
14252.566288	14657.304443
14252.56641	14657.304565
14252.566532	14657.304688
14252.566654	14657.30481
14252.567021	14657.305176
14252.567021	14657.305176
14252.567021	14657.305176
14252.567387	14657.305542
14252.567509	14657.305664
14252.567631	14657.305786
14252.567631	14657.305786
14252.567753	14657.305908
14252.568363	14657.306519
14252.568729	14657.306885
14252.568851	14657.307007
14252.568851	14657.307007
14252.568974	14657.307129
14252.569584	14657.307739
14252.569706	14657.307861
14252.56995	14657.308105
14252.56995	14657.308105
14252.570072	14657.308228
14252.570072	14657.308228
14252.570194	14657.30835
14252.570194	14657.30835
14252.570316	14657.308472
14252.57056	14657.308716
14252.570682	14657.308838
14252.570926	14657.309082
14252.570926	14657.309082
14252.571049	14657.309204
14252.571171	14657.309326
14252.571171	14657.309326
14252.572025	14657.310181
14252.572269	14657.310425
14252.572391	14657.310547
14252.572513	14657.310669
14252.573002	14657.311157
14252.5741	14657.312256
14252.574344	14657.3125
14252.574588	14657.312744
14252.574954	14657.31311
14252.575077	14657.313232
14252.575687	14657.313843
14252.576053	14657.314209
14252.576419	14657.314575
14252.576663	14657.314819
14252.577152	14657.315308
14252.577152	14657.315308
14252.577518	14657.315674
14252.578006	14657.316162
14252.578372	14657.316528
14252.578494	14657.31665
14252.579105	14657.317261
14252.579227	14657.317383
14252.579349	14657.317505
14252.579471	14657.317627
14252.579959	14657.318115
14252.580081	14657.318237
14252.580203	14657.318359
14252.580569	14657.318726
14252.580691	14657.318848
14252.580691	14657.318848
14252.580813	14657.31897
14252.581668	14657.319824
14252.582766	14657.320923
14252.583255	14657.321411
14252.583499	14657.321655
14252.583987	14657.322144
14252.584475	14657.322632
14252.585085	14657.323242
14252.585696	14657.323853
14252.585696	14657.323853
14252.586306	14657.324463
14252.586794	14657.324951
14252.587405	14657.325562
14252.587527	14657.325684
14252.589113	14657.327271
14252.589602	14657.327759
14252.589724	14657.327881
14252.589846	14657.328003
14252.591188	14657.329346
14252.591433	14657.32959
14252.591799	14657.329956
14252.592409	14657.330566
14252.592897	14657.331055
14252.593508	14657.331665
14252.594118	14657.332275
14252.594728	14657.332886
14252.595094	14657.333252
14252.595583	14657.33374
14252.595583	14657.33374
14252.596559	14657.334717
14252.597902	14657.33606
14252.597902	14657.33606
14252.59839	14657.336548
14252.599122	14657.33728
14252.599367	14657.337524
14252.601686	14657.339844
14252.602052	14657.34021
14252.602906	14657.341064
14252.604615	14657.342773
14252.604981	14657.34314
14252.605714	14657.343872
14252.606934	14657.345093
14252.607056	14657.345215
14252.607423	14657.345581
14252.608155	14657.346313
14252.608521	14657.34668
14252.609375	14657.347534
14252.60962	14657.347778
14252.60962	14657.347778
14252.610108	14657.348267
14252.610108	14657.348267
14252.610108	14657.348267
14252.61023	14657.348389
14252.610352	14657.348511
14252.611939	14657.350098
14252.612915	14657.351074
14252.613648	14657.351807
14252.615234	14657.353394
14252.615601	14657.35376
14252.615967	14657.354126
