#ttrig = 90918480.3784
# time 	 unbarycentered time 
2561.380625	2965.446167
2561.383067	2965.448608
2561.383799	2965.449341
2561.391855	2965.457397
2561.399545	2965.465088
2561.40162	2965.467163
2561.409432	2965.474976
2561.410774	2965.476318
2561.411995	2965.477539
2561.414436	2965.47998
2561.417121	2965.482666
2561.417366	2965.48291
2561.419197	2965.484741
2561.419197	2965.484741
2561.419807	2965.485352
2561.421027	2965.486572
2561.422004	2965.487549
2561.422614	2965.488159
2561.422736	2965.488281
2561.424323	2965.489868
2561.425055	2965.490601
2561.425666	2965.491211
2561.425666	2965.491211
2561.42591	2965.491455
2561.426276	2965.491821
2561.427985	2965.49353
2561.428229	2965.493774
2561.428229	2965.493774
2561.429572	2965.495117
2561.429694	2965.495239
2561.432623	2965.498169
2561.432623	2965.498169
2561.433233	2965.498779
2561.433966	2965.499512
2561.436041	2965.501587
2561.436651	2965.502197
2561.436773	2965.502319
2561.437139	2965.502686
2561.439459	2965.505005
2561.439581	2965.505127
2561.44312	2965.508667
2561.444341	2965.509888
2561.44727	2965.512817
2561.447392	2965.512939
2561.45081	2965.516357
2561.451054	2965.516602
2561.45142	2965.516968
2561.451665	2965.517212
2561.452031	2965.517578
2561.45374	2965.519287
2561.455204	2965.520752
2561.456425	2965.521973
2561.456547	2965.522095
2561.457157	2965.522705
2561.461063	2965.526611
2561.465702	2965.53125
2561.465946	2965.531494
2561.466434	2965.531982
2561.469241	2965.53479
2561.469241	2965.53479
2561.469363	2965.534912
2561.46973	2965.535278
2561.470218	2965.535767
2561.470462	2965.536011
2561.47156	2965.537109
2561.472659	2965.538208
2561.472781	2965.53833
2561.472781	2965.53833
2561.472903	2965.538452
2561.473758	2965.539307
2561.474246	2965.539795
2561.474734	2965.540283
2561.474856	2965.540405
2561.475222	2965.540771
2561.475955	2965.541504
2561.476199	2965.541748
2561.476565	2965.542114
2561.476687	2965.542236
2561.477419	2965.542969
2561.477541	2965.543091
2561.477541	2965.543091
2561.47803	2965.543579
2561.478396	2965.543945
2561.479006	2965.544556
2561.479861	2965.54541
2561.480105	2965.545654
2561.480959	2965.546509
2561.481447	2965.546997
2561.481936	2965.547485
2561.482912	2965.548462
2561.484865	2965.550415
2561.485475	2965.551025
2561.487672	2965.553223
2561.490724	2965.556274
2561.491578	2965.557129
2561.496827	2965.562378
2561.496949	2965.5625
2561.497681	2965.563232
2561.497681	2965.563232
2561.501343	2965.566895
2561.501465	2965.567017
2561.502808	2965.568359
2561.503662	2965.569214
2561.505615	2965.571167
2561.506104	2965.571655
2561.50647	2965.572021
2561.506714	2965.572266
2561.507934	2965.573486
2561.508301	2965.573853
2561.513671	2965.579224
2561.517089	2965.582642
2561.518187	2965.58374
2561.520385	2965.585938
2561.521483	2965.587036
2561.521849	2965.587402
2561.523192	2965.588745
2561.524168	2965.589722
2561.524535	2965.590088
2561.527342	2965.592896
2561.527952	2965.593506
2561.529051	2965.594604
2561.53076	2965.596313
2561.534544	2965.600098
2561.53552	2965.601074
2561.535886	2965.60144
2561.536008	2965.601563
2561.53906	2965.604614
2561.539548	2965.605103
2561.541623	2965.607178
2561.541745	2965.6073
2561.545285	2965.61084
2561.549313	2965.614868
2561.552975	2965.61853
2561.553341	2965.618896
2561.555538	2965.621094
2561.558834	2965.62439
2561.559078	2965.624634
2561.559322	2965.624878
2561.559688	2965.625244
2561.559932	2965.625488
2561.560909	2965.626465
2561.561519	2965.627075
2561.561641	2965.627197
2561.561885	2965.627441
2561.561885	2965.627441
2561.562007	2965.627563
2561.562373	2965.62793
2561.563228	2965.628784
2561.563594	2965.62915
2561.563716	2965.629272
2561.564082	2965.629639
2561.564204	2965.629761
2561.564448	2965.630005
2561.564448	2965.630005
2561.564815	2965.630371
2561.564937	2965.630493
2561.565059	2965.630615
2561.565181	2965.630737
2561.565303	2965.630859
2561.565547	2965.631104
2561.565669	2965.631226
2561.566035	2965.631592
2561.566279	2965.631836
2561.566645	2965.632202
2561.566768	2965.632324
2561.567012	2965.632568
2561.567256	2965.632813
2561.567256	2965.632813
2561.5675	2965.633057
2561.567866	2965.633423
2561.56811	2965.633667
2561.56811	2965.633667
2561.568232	2965.633789
2561.568232	2965.633789
2561.568232	2965.633789
2561.568476	2965.634033
2561.568476	2965.634033
2561.568476	2965.634033
2561.568598	2965.634155
2561.568843	2965.634399
2561.568965	2965.634521
2561.569087	2965.634644
2561.569331	2965.634888
2561.569331	2965.634888
2561.569331	2965.634888
2561.569575	2965.635132
2561.569575	2965.635132
2561.569575	2965.635132
2561.569697	2965.635254
2561.570185	2965.635742
2561.570307	2965.635864
2561.570307	2965.635864
2561.570551	2965.636108
2561.570918	2965.636475
2561.571284	2965.636841
2561.571284	2965.636841
2561.571772	2965.637329
2561.571772	2965.637329
2561.571772	2965.637329
2561.571772	2965.637329
2561.572016	2965.637573
2561.572016	2965.637573
2561.57226	2965.637817
2561.572382	2965.637939
2561.572382	2965.637939
2561.572504	2965.638062
2561.572626	2965.638184
2561.573115	2965.638672
2561.573359	2965.638916
2561.573603	2965.63916
2561.574091	2965.639648
2561.574457	2965.640015
2561.574824	2965.640381
2561.574824	2965.640381
2561.575068	2965.640625
2561.575068	2965.640625
2561.575556	2965.641113
2561.576044	2965.641602
2561.576044	2965.641602
2561.576166	2965.641724
2561.576288	2965.641846
2561.576532	2965.64209
2561.577021	2965.642578
2561.577875	2965.643433
2561.578729	2965.644287
2561.579096	2965.644653
2561.579096	2965.644653
2561.57934	2965.644897
2561.579584	2965.645142
2561.579706	2965.645264
2561.580072	2965.64563
2561.580316	2965.645874
2561.581171	2965.646729
2561.581171	2965.646729
2561.581415	2965.646973
2561.581537	2965.647095
2561.581537	2965.647095
2561.581781	2965.647339
2561.581781	2965.647339
2561.582147	2965.647705
2561.582513	2965.648071
2561.582513	2965.648071
2561.583124	2965.648682
2561.583246	2965.648804
2561.583246	2965.648804
2561.583368	2965.648926
2561.583612	2965.64917
2561.583856	2965.649414
2561.583856	2965.649414
2561.584222	2965.64978
2561.58471	2965.650269
2561.585443	2965.651001
2561.585565	2965.651123
2561.585809	2965.651367
2561.586541	2965.6521
2561.587518	2965.653076
2561.587884	2965.653442
2561.589105	2965.654663
2561.589105	2965.654663
2561.589349	2965.654907
2561.590081	2965.65564
2561.590447	2965.656006
2561.590935	2965.656494
2561.592156	2965.657715
2561.592156	2965.657715
2561.592522	2965.658081
2561.59301	2965.658569
2561.593255	2965.658813
2561.594963	2965.660522
2561.594963	2965.660522
2561.59533	2965.660889
2561.59594	2965.661499
2561.597771	2965.66333
2561.597893	2965.663452
2561.597893	2965.663452
2561.598381	2965.66394
2561.599236	2965.664795
2561.600456	2965.666016
2561.6007	2965.66626
2561.6007	2965.66626
2561.601555	2965.667114
2561.601921	2965.66748
2561.602043	2965.667603
2561.602043	2965.667603
2561.602531	2965.668091
2561.602775	2965.668335
2561.603142	2965.668701
2561.603264	2965.668823
2561.603386	2965.668945
2561.603508	2965.669067
2561.603508	2965.669067
2561.60363	2965.669189
2561.603752	2965.669312
2561.603996	2965.669556
