# Reference time: 2020-04-15 08:48:05.557
#
# Each line represents a single HED count.
#
# tus -- time of the count, microsecond
# ttk -- submicrosecond time of the count, in units of 1/36e6 s (which means 1/36 of a microsecond)
# erg -- energy of the count in channel units
# dau -- DAU (detector assembly unit) of the count (there are four DAUs: 0, 1, 2, 3)
# det -- detector of the count within the DAU (each DAU has three detectors: 0, 1, 2)
# typ -- type of the count: 0 corresponds to NORMAL event, 1 corresponds to FAST event
#
#
#
#    tus    ttk     erg   dau  det  typ
#
 615670     2    1606    1    1    0 
 615670     2    1535    2    0    0 
 615670     2    1715    3    2    0 
 615670     6     226    2    2    0 
 615670     6     138    3    0    0 
 615670     6     574    0    1    0 
 615670     6     284    3    1    0 
 615670     7    1116    1    2    0 
 615670     7     262    0    2    0 
 615670     7     128    1    0    0 
 615867     1      46    2    1    0 
 616094     9     193    3    0    0 
 616248    28    1808    0    0    0 
 616248    29    1729    0    1    0 
 616248    34      39    2    0    0 
 616248    35     359    0    2    0 
 616281    19      58    3    0    0 
 616457    22     549    2    0    0 
 616457    22     851    3    2    0 
 616497    19      31    0    0    0 
 616497    20      46    2    0    0 
 616569    35     280    0    0    0 
 616570     0      21    0    1    0 
 616593    30      44    1    0    0 
 616593    32     998    0    2    0 
 616864    10    1423    1    1    0 
 616864    12      61    1    0    0 
 616965    18     174    2    0    0 
 616965    19      16    2    1    0 
 617258    14      66    0    1    0 
 617403     0    1714    1    2    0 
 617686    21      28    0    0    0 
 618456    12      36    0    0    0 
 618476     1     138    0    1    0 
 618725    24    1756    1    1    0 
 618725    29     111    1    0    0 
 618725    31      92    1    2    0 
 619439     2     363    2    1    0 
 619439     3      94    2    0    0 
 619439     4      25    0    2    0 
 619439     6      31    3    1    0 
 620553    14      16    2    0    0 
 621289     7    1364    2    1    0 
 621357    15     887    1    0    0 
 621980    28    1789    1    0    0 
 621980    29    1708    1    1    0 
 621980    35     168    0    1    0 
 621980    35      30    0    2    0 
 621980    35      88    1    2    0 
 623588    12    1347    3    0    0 
 623598    24      32    1    2    0 
 625102    32      65    2    1    0 
 625474    34      21    0    1    0 
 625474    35     485    0    0    0 
 625673    23    1162    3    2    0 
 625689     3      77    0    2    0 
 625961    27      50    1    0    0 
 626035     8      55    0    2    0 
 626093     7      33    1    1    0 
 626348     1      38    1    1    0 
 626348     1      40    3    1    0 
 626891    35      44    1    1    0 
 626904    26      24    2    1    0 
 627433     0    2034    0    1    0 
 627433     0    2076    0    2    0 
 627433     1    1725    1    0    0 
 627433     1    1659    1    1    0 
 627433     1    1770    0    0    0 
 627433     4    1420    1    2    0 
 627433     6     187    2    2    0 
 627433     6      38    2    0    0 
 627440    23     649    0    2    1 
 627645    35    1273    2    1    0 
 627670    31    2141    0    1    0 
 627670    31    1789    1    0    0 
 627670    31    2162    0    2    0 
 627670    31    1696    1    1    0 
 627670    31    2090    0    0    0 
 627671     0      72    3    2    0 
 627671     1      22    2    0    0 
 627671     2     201    1    2    0 
 627675    33     171    0    1    1 
 627675    34     151    0    2    1 
 627711    17     106    1    1    0 
 627896    22    1777    3    1    0 
 627896    25    1598    3    2    0 
 627896    27     173    1    0    0 
 627896    28      52    2    0    0 
 628201     9    1516    1    0    0 
 628201    12      40    0    2    0 
 628365    31      19    2    0    0 
 628365    31     113    0    2    0 
 628857    25     313    3    2    0 
 628960    10    1545    0    1    0 
 628960    12     360    0    2    0 
 628960    13     309    3    2    0 
 628960    14      87    1    0    0 
 628960    14     161    2    0    0 
 628960    14      47    3    0    0 
 628960    14     685    2    1    0 
 628960    16      45    1    2    0 
 629835     4      88    3    1    0 
 629955    30      32    3    0    0 
 630797    35      20    2    0    0 
 630945    13     118    3    0    0 
 630960    24      43    1    2    0 
 630980    32    1510    3    2    0 
 631106     8      54    1    2    0 
 631106    11      34    3    2    0 
 631144    16      27    2    0    0 
 631502    29      19    2    2    0 
 631823    12    2059    3    2    0 
 631823    15    1406    3    1    0 
 631823    22      44    0    2    0 
 632132    35    1518    2    2    0 
 632133     3     146    2    1    0 
 632142     4     926    2    2    1 
 632492    15    1808    1    0    0 
 632492    15    1673    3    1    0 
 632492    15    1775    1    1    0 
 632492    15    1849    3    2    0 
 632492    19    1652    0    2    0 
 632669     1      37    3    0    0 
 632701     4     182    0    1    0 
 633104    29      20    2    0    0 
 633132    21    1698    2    0    0 
 633132    25      35    3    1    0 
 633132    26     173    2    1    0 
 633299    31    1673    3    1    0 
 633387    18      56    2    0    0 
 633391     3      50    0    0    0 
 633604    21     216    1    0    0 
 633836    13    1503    2    2    0 
 633914     4      56    3    2    0 
 633914     6      30    2    0    0 
 634462    26    1716    0    1    0 
 634462    30      39    1    2    0 
 634462    31      78    2    2    0 
 634548    24    1877    3    0    0 
 634548    24    1728    1    0    0 
 634548    25    1808    0    1    0 
 634548    25    1661    3    1    0 
 634548    27    1508    0    0    0 
 634548    28      77    2    1    0 
 634548    29     172    2    0    0 
 634548    30     524    3    2    0 
 634548    31      98    0    2    0 
 634548    31     940    1    1    0 
 634763    31    1789    1    1    0 
 634763    32    1751    1    2    0 
 634764     1      33    2    2    0 
 634764     1     244    2    0    0 
 634764     2      80    1    0    0 
 634813    24      23    2    2    0 
 635463    16      47    0    0    0 
 635466    24    1381    2    0    0 
 635466    27      95    3    2    0 
 635657     5      21    2    0    0 
 635695    28      59    3    2    0 
 635725    27     139    0    0    0 
 635811    26     534    3    0    0 
 636379    10      48    0    2    0 
 636624    12     156    0    1    0 
 636804    17     199    3    1    0 
 636804    17     703    3    2    0 
 636813     2     129    2    0    0 
 636813     3     113    1    0    0 
 637000    23      28    2    1    0 
 637099    13      30    0    0    0 
 637108    23    1619    1    2    0 
 637261     7      51    2    1    0 
 637408    21      20    2    0    0 
 638244    14    1861    1    2    0 
 638244    15    1718    3    0    0 
 638244    16    1595    1    1    0 
 638244    19     152    3    1    0 
 638314    14      23    0    0    0 
 638504     9     135    1    2    0 
 638597    17     775    1    2    0 
 638597    17      76    3    2    0 
 638597    17      62    0    0    0 
 638640    18     130    3    0    0 
 638673    30    1624    1    2    0 
 639246    30     197    2    1    0 
 639246    31     179    2    0    0 
 639562    35      63    1    1    0 
 639648    24     181    2    1    0 
 639943    25      31    0    2    0 
 640088    32    1795    1    0    0 
 640201    10     315    2    2    0 
 640206     9      22    0    0    0 
 640206     9     323    3    2    0 
 640285     4    1702    0    0    0 
 640998    25      99    3    0    0 
 641005    28    2074    1    2    0 
 641005    34     143    3    2    0 
 641005    34      75    1    1    0 
 641005    35     164    3    0    0 
 641269    11      44    1    2    0 
 641374    27      57    0    2    0 
 641389     6     769    3    0    0 
 641694    24      86    0    1    0 
 641694    25      20    2    1    0 
 641694    25      45    0    2    0 
 642069    24     112    0    1    0 
 642069    24      97    0    2    0 
 642653    31      48    2    0    0 
 642866     0    1802    0    1    0 
 642913    13    1804    3    0    0 
 642913    14    1708    1    1    0 
 642913    18     194    3    1    0 
 642913    20     440    1    2    0 
 643164    20    1058    2    0    0 
 643169     8    1458    1    0    0 
 643858    16    1244    3    1    0 
 643858    18     108    3    2    0 
 644170    17      43    1    2    0 
 644231     6    1941    3    2    0 
 644523     3      50    1    0    0 
 644685     0      24    0    1    0 
 644685     0     591    1    0    0 
 645946    19      21    2    1    0 
 646228     9      21    2    2    0 
 646435     2      35    3    2    0 
 646454    12      70    1    0    0 
 646462    31      44    3    1    0 
 646518    19      33    3    1    0 
 646526     8      50    1    2    0 
 646603    14    1399    2    2    0 
 647443    34      73    1    1    0 
 648193     4    1848    3    2    0 
 648193     5    1670    2    0    0 
 648193     5    1590    3    1    0 
 648193     6    1539    2    1    0 
 648193    12      28    0    2    0 
 649039     9      29    0    1    0 
 649039     9      38    2    0    0 
 649293     0     103    1    0    0 
 649295    15     184    2    0    0 
 649296    11      33    1    0    0 
 650562    26      35    1    1    0 
 650746     0      21    2    2    0 
 651482    13      26    0    2    0 
 651482    13      46    1    1    0 
 651482    13      36    0    0    0 
 651482    13     191    0    1    0 
 651482    16      60    1    2    0 
 651482    16      50    1    0    0 
 651526    27     118    3    2    0 
 651834    19    1709    1    2    0 
 652215     4      75    1    1    0 
 652215     4     984    3    1    0 
 652706    26      24    0    2    0 
 653204    29      45    3    1    0 
 653716     5     145    0    0    0 
 653749    13     155    3    1    0 
 654333    26    1979    0    2    0 
 654333    32     837    1    0    0 
 654589    34      50    0    2    0 
 654590     0     551    1    0    0 
 654590     1      26    2    1    0 
 654799     7      87    1    1    0 
 654799     8      40    1    2    0 
 654800    29     166    0    2    0 
 654800    29     494    1    0    0 
 654800    30      20    2    0    0 
 655395     2      49    0    2    0 
 655539    30      60    1    1    0 
 655540     0     196    1    2    0 
 655625     6     101    0    1    0 
 655625     8      49    0    0    0 
 655687    11    1344    2    0    0 
 655722    19     256    0    2    0 
 655722    20      69    0    1    0 
 655749    15      78    3    2    0 
 656331    25      59    1    0    0 
 656507     8      31    1    2    0 
 656881    11      19    2    1    0 
 657132     8     237    0    1    0 
 657395    18    1062    3    0    0 
 657507     3    1631    0    0    0 
 657507     5    1244    1    0    0 
 657507     5    1497    0    2    0 
 657507     6      42    2    0    0 
 657507     7     650    0    1    0 
 657507     8      81    2    2    0 
 657650    17      87    3    0    0 
 657650    17      76    3    1    0 
 657813     4      57    3    0    0 
 657831    16      63    3    0    0 
 658135    20      54    2    0    0 
 658708    21    1914    3    0    0 
 658708    24    1475    3    1    0 
 658708    28      72    1    2    0 
 658810    14      39    3    2    0 
 659125    28    1752    0    0    0 
 659125    28    1582    2    2    0 
 659125    29    1440    2    1    0 
 659125    30    1447    1    1    0 
 659125    33     197    0    1    0 
 659125    33     172    1    0    0 
 659125    33     578    2    0    0 
 659125    34     134    0    2    0 
 659125    35      40    1    2    0 
 659924    14      39    1    1    0 
 660088    33    1716    1    1    0 
 660088    33    1771    1    0    0 
 660089     2     150    0    1    0 
 660089     4     122    0    2    0 
 660107    23      60    1    0    0 
 660115     1      39    3    2    0 
 660936    18    1353    0    0    0 
 660936    19    1266    0    1    0 
 660936    20     297    3    1    0 
 661498    30      31    3    0    0 
 661640    26    1327    2    1    0 
 661708    35     134    2    2    0 
 662347    31     100    1    0    0 
 662505    12      35    1    2    0 
 662822    26      71    1    2    0 
 662946     1    1772    0    0    0 
 662946     1    1790    1    2    0 
 662946     2    1735    0    1    0 
 662946     5    1299    1    1    0 
 662946     6    1221    1    0    0 
 662946     6    1377    0    2    0 
 662946     7     311    2    1    0 
 662946     9      25    2    0    0 
 662950     6     144    1    0    1 
 663656     4     343    3    2    0 
 663948    13      24    2    1    0 
 663948    15      32    2    2    0 
 664017    14      61    1    0    0 
 664229     3     114    0    1    0 
 664246     4      33    1    1    0 
 664509    12     125    2    0    0 
 664692    19     203    0    0    0 
 665076    26     152    2    0    0 
 665335     4      94    3    2    0 
 665602    35    1506    3    1    0 
 665603     3      39    0    1    0 
 665603     3    1116    1    1    0 
 665603     3     281    1    2    0 
 665603     5      35    3    2    0 
 665765    14      50    3    1    0 
 666328    10      32    3    1    0 
 666332    13     190    0    0    0 
 666333    31      19    2    2    0 
 666362     6      56    3    0    0 
 666406    28      44    1    2    0 
 666647    19     250    2    2    0 
 666734     1    1598    2    1    0 
 666734     5     237    0    1    0 
 666734     6      50    0    0    0 
 666734     7      31    2    0    0 
 667136    32      30    0    1    0 
 667294    19      74    1    0    0 
 667294    21     865    1    1    0 
 667358    18      35    0    0    0 
 668374    25     214    3    2    0 
 668405     6    1463    2    1    0 
 668532    11     666    0    0    0 
 668670     6      33    1    2    0 
 668755    22      33    2    0    0 
 669062    30      41    3    2    0 
 669062    31      56    3    0    0 
 669587    19      63    2    1    0 
 669709     9    1642    2    1    0 
 669709    13      78    3    2    0 
 669709    13      34    2    0    0 
 669709    16     159    0    2    0 
 669709    16      50    2    2    0 
 670373    31     148    3    0    0 
 670465    21      26    2    0    0 
 670465    23     645    1    0    0 
 670575    28      20    2    2    0 
 671245     9      31    3    1    0 
 671635    32      16    2    2    0 
 671863    25    1749    1    2    0 
 671863    32      80    3    0    0 
 671863    32      58    1    1    0 
 671919     6      35    2    0    0 
 671971    21      43    0    0    0 
 672048     0      30    0    0    0 
 673140     4    1871    0    1    0 
 673140     5    1967    0    2    0 
 673140     6    1681    0    0    0 
 673285    18      39    0    0    0 
 673326    26      88    0    1    0 
 673658    30      55    3    1    0 
 673658    31      57    3    0    0 
 673658    32      43    3    2    0 
 673855     2     128    3    2    0 
 673867    15     175    2    2    0 
 674082    10      89    0    2    0 
 674525    34    1487    0    2    0 
 674525    35      76    1    0    0 
 674526     0     279    1    1    0 
 674694    22    1321    0    1    0 
 674694    23    1129    0    0    0 
 674695    35     658    3    0    0 
 674785    16      21    0    1    0 
 674829    27     490    1    0    0 
 675296    15      77    2    1    0 
 675322     5      33    3    1    0 
 675815    11    1490    2    0    0 
 676045    16     689    0    2    0 
 676045    17     108    1    0    0 
 676267    23     127    1    2    0 
 676636     7      34    0    2    0 
 677221    31     212    0    0    0 
 677252    32      24    2    0    0 
 677738    15      98    1    1    0 
 677738    16     818    0    2    0 
 677826    22      98    3    0    0 
 677931    26    2045    0    2    0 
 677931    28    1687    1    0    0 
 677931    34      61    2    2    0 
 678364    13      19    2    1    0 
 678364    16      37    3    2    0 
 678651    14      24    2    2    0 
 679027    24     159    2    2    0 
 679053    15     342    0    1    0 
 679115    27      31    1    2    0 
 679994     6     744    3    1    0 
 680150    34     185    2    0    0 
 681203     0    1071    3    2    0 
 681203     0      87    3    1    0 
 681421    14      25    2    0    0 
 681579    32      18    2    2    0 
 681579    34      47    2    1    0 
 682503    33    1715    0    0    0 
 682768    33    1822    3    0    0 
 682831    25     179    0    0    0 
 682863    24      46    3    1    0 
 683161     6      71    1    2    0 
 683707    26      56    3    2    0 
 683756    31     129    3    2    0 
 683810     5      80    2    1    0 
 683810     7      26    2    0    0 
 684251    32      93    1    1    0 
 684345    23      27    2    2    0 
 684637    14      18    2    1    0 
 684932     3     100    3    1    0 
 684940    26    1730    3    2    0 
 685091     3      39    2    0    0 
 685123    17      74    1    2    0 
 685414    24      82    2    0    0 
 685810    11      31    0    1    0 
 685839    34    1670    2    2    0 
 685946     6      24    0    2    0 
 686184     6    1717    3    0    0 
 686376    29     384    2    2    0 
 686478    10    1849    2    2    0 
 686478    15     295    3    2    0 
 686478    15     244    2    1    0 
 686478    16      16    2    0    0 
 686478    17     101    0    0    0 
 686592     3    1645    1    1    0 
 686593    23    1911    0    2    0 
 686593    27     252    0    1    0 
 686593    28     171    2    0    0 
 686593    28     221    1    0    0 
 686593    31      16    2    1    0 
 687188    34     113    2    0    0 
 687269    33     211    3    0    0 
 687532    18    1582    3    2    0 
 687532    19    1413    2    0    0 
 688118    25      40    1    1    0 
 688321     4      45    1    2    0 
 688490    35      45    2    0    0 
 688490    35     536    3    0    0 
 688788    20      33    3    1    0 
 688842     9      65    3    1    0 
 689154     7      29    0    1    0 
 689247    33      26    2    0    0 
 689326    33      18    2    1    0 
 689342     9    1877    3    2    0 
 689342    13    1267    2    0    0 
 689342    14      22    0    2    0 
 689342    14     638    3    1    0 
 689342    14      34    2    2    0 
 689342    15     749    1    2    0 
 689342    15     489    2    1    0 
 689551    15      49    1    1    0 
 689740    25      39    2    0    0 
 689985    14    1710    1    0    0 
 690050    20    1587    3    1    0 
 690050    20    1777    3    2    0 
 691210    28    1836    1    0    0 
 691335    25    1534    3    2    0 
 691513    23     155    3    1    0 
 691688     1      23    2    0    0 
 691807     5    1534    2    2    0 
 691807     9     103    0    2    0 
 691807    10     909    2    1    0 
 691853    14     150    0    2    0 
 692305     7      33    3    1    0 
 692403     7     150    1    2    0 
 692525    34      23    0    2    0 
 692568     9      53    0    0    0 
 693244    15      18    2    0    0 
 693244    15      75    2    1    0 
 693768     8      32    2    1    0 
 694022     2     100    1    1    0 
 694629    28    1813    0    0    0 
 694880    10    1817    3    2    0 
 694880    11    1559    2    0    0 
 694880    15     515    2    1    0 
 694889     7      80    3    1    0 
 695416    16      57    3    0    0 
 695469    16     137    0    2    0 
 695538    33    1980    1    2    0 
 695538    34    1679    1    1    0 
 695539     4      30    0    2    0 
 695539     4      80    3    2    0 
 695769     6      37    1    0    0 
 695973    10      94    1    0    0 
 695976    22     261    0    0    0 
 696270    35      17    2    1    0 
 696417    23      33    2    2    0 
 696691    31    1809    0    0    0 
 697230    18      53    1    2    0 
 697794    27      34    1    1    0 
 697873    18     295    0    2    0 
 697886    24      31    0    2    0 
 698204    10      66    0    2    0 
 698414     8     254    3    1    0 
 698471     1      34    3    0    0 
 699010     8    1560    0    1    0 
 699062    30      31    0    2    0 
 699266    22     693    1    2    0 
 699431    27    2098    0    2    0 
 699431    28    1651    1    0    0 
 699431    32     356    1    1    0 
 699544    18     409    1    0    0 
 699544    19      43    1    1    0 
 700485    34     159    0    1    0 
 700655     9     146    1    1    0 
 700833    11      38    3    2    0 
 701274    18     158    2    2    0 
 701717    27    1671    2    0    0 
 701717    29    1455    2    2    0 
 701717    31      73    0    2    0 
 701717    32      81    3    2    0 
 701717    33     437    1    0    0 
 701717    33     856    3    1    0 
 701918    33     210    2    2    0 
 701918    34     961    2    1    0 
 701918    34    1072    2    0    0 
 702563    26      49    0    1    0 
 702826    22    1736    0    1    0 
 702826    27     215    2    1    0 
 702913     9      51    0    0    0 
 703252     9    1722    0    0    0 
 703252    13      37    0    1    0 
 703353    10    1662    2    1    0 
 703353    10    1717    2    2    0 
 703353    11    1739    3    2    0 
 703353    11    1684    2    0    0 
 703353    15      40    1    1    0 
 703703    17      68    1    0    0 
 704373    20      45    1    2    0 
 704643    27     797    0    0    0 
 704643    27      97    1    1    0 
 704643    27      81    1    2    0 
 704643    28     110    0    2    0 
 704643    28      95    1    0    0 
 704653    29      74    2    1    0 
 704857     3      84    0    0    0 
 704868     9    1648    1    1    0 
 705010    34     114    3    2    0 
 705010    35      52    2    1    0 
 705011     0      25    2    0    0 
 705299    19    1535    2    2    0 
 705361    27      35    2    0    0 
 705606    23      18    2    1    0 
 705607    16    1378    1    2    0 
 705607    19      75    3    1    0 
 705961    17      36    1    2    0 
 705961    18      36    1    1    0 
 706250     2      67    0    1    0 
 706325    25      38    2    2    0 
 706331    12      22    0    0    0 
 706401    30    1895    1    2    0 
 706401    33    1349    1    1    0 
 706651    33      56    3    0    0 
 707044    26      63    1    1    0 
 707390    31      52    1    0    0 
 707548    14     349    2    2    0 
 707868     6      32    3    2    0 
 708163    35    1397    0    0    0 
 708164     1     188    0    1    0 
 708164     3     789    2    1    0 
 708164     3     677    2    0    0 
 708994    19      66    1    2    0 
 709146    16      19    2    1    0 
 709209     7    1696    1    1    0 
 709209     7    1757    1    2    0 
 709209    13     497    3    0    0 
 709209    13     159    0    1    0 
 709209    13     190    0    2    0 
 709209    14     720    1    0    0 
 709288    30      28    0    1    0 
 709394     1     328    0    1    0 
 709394     2      72    0    2    0 
 709686    25    1841    0    2    0 
 710075    12    1672    0    0    0 
 710397    13     208    0    2    0 
 710425     0     129    0    2    0 
 710492    23    1331    2    0    0 
 710672    22    1666    1    1    0 
 710672    22    1680    1    2    0 
 710672    23    1587    1    0    0 
 710757    33    1510    2    2    0 
 710901    22      42    0    0    0 
 711052     2      40    1    1    0 
 712015    24      70    1    1    0 
 712054    30     367    2    0    0 
 712054    30      51    3    2    0 
 712054    33      30    0    0    0 
 712268    17      28    2    1    0 
 712268    17      67    3    1    0 
 712268    18      45    0    0    0 
 712400     7    1585    3    1    0 
 712400     7    1695    3    0    0 
 712710    22     779    0    1    0 
 712710    22      76    1    0    0 
 712710    23     120    3    2    0 
 712710    25      25    0    2    0 
 712710    25      54    1    1    0 
 712887    24      23    0    1    0 
 712951    17      27    0    1    0 
 713450     4      33    3    2    0 
 713981    22      73    3    1    0 
 714027     2     164    3    1    0 
 714574    19      32    1    0    0 
 714574    19      37    2    1    0 
 714606    29      36    3    2    0 
 714665    15    1671    1    2    0 
 714665    15     153    1    1    0 
 714665    20     325    1    0    0 
 714725    32      24    0    1    0 
 714726     2     240    0    0    0 
 714839     8     135    3    1    0 
 714919    21    2084    0    0    0 
 714919    21    1850    0    1    0 
 714919    23    1777    0    2    0 
 714919    27      43    2    0    0 
 714919    28     592    3    2    0 
 714919    28      89    2    1    0 
 714919    29     226    1    2    0 
 714919    29      62    1    0    0 
 714919    29      69    2    2    0 
 715382    19     210    0    0    0 
 715633     4     443    0    0    0 
 715721    18      79    3    0    0 
 716010     6     204    2    2    0 
 716170    22      62    1    1    0 
 716190     4      43    0    0    0 
 716671    22      38    2    2    0 
 717126     0      34    0    2    0 
 717126     5      58    1    0    0 
 717682     8    1253    1    2    0 
 717682    10    1053    1    0    0 
 717728     9     384    1    2    0 
 717729    22     763    1    2    1 
 717848    16      80    0    1    0 
 718260    25      34    1    2    0 
 718486     8      88    3    0    0 
 718494    20     319    2    0    0 
 718503     3      54    1    0    0 
 718503     4      34    3    2    0 
 718503     4      53    1    1    0 
 718875    26     160    0    0    0 
 718896    17      46    0    0    0 
 719024    35     128    3    2    0 
 719261    12      39    0    1    0 
 719444     9    1757    1    0    0 
 719567    15      47    3    0    0 
 720547    10      35    1    1    0 
 720669     8      38    1    2    0 
 720886    13      45    3    1    0 
 721008     3    1877    0    2    0 
 721008     9     772    0    1    0 
 721200    22    1645    2    0    0 
 721200    24    1451    2    1    0 
 721803    28      45    0    0    0 
 722345    11      83    1    1    0 
 722386    27     623    3    0    0 
 722570    34     235    0    0    0 
 722645    24      35    3    1    0 
 722645    28      16    2    0    0 
 722645    28     388    2    1    0 
 723084    35    1494    3    0    0 
 723207    25      69    3    0    0 
 723393    15      17    2    0    0 
 723442    24    2179    0    2    0 
 723442    32     757    1    0    0 
 723442    32     132    0    1    0 
 723442    32      85    1    1    0 
 724026    32     197    3    2    0 
 724381     5    1497    2    2    0 
 724688    28    1903    0    1    0 
 724688    31    1465    1    1    0 
 724688    32    1531    0    2    0 
 724688    33      46    3    1    0 
 724688    34      52    2    0    0 
 724688    34     182    1    2    0 
 724688    34     480    2    2    0 
 724688    34      35    3    2    0 
 724688    34     158    0    0    0 
 724688    35      53    1    0    0 
 724740    22    1026    2    2    0 
 725109    35    1822    3    0    0 
 725110     1    1565    1    1    0 
 725110     4     180    3    1    0 
 725396     6      98    0    0    0 
 725429     4    1818    0    0    0 
 725741    19     112    0    1    0 
 725741    19      79    0    2    0 
 725741    20     265    3    0    0 
 725741    20      74    3    2    0 
 725741    22      41    1    1    0 
 725797    16      54    0    1    0 
 725797    16      41    1    0    0 
 725941    30      22    0    1    0 
 725941    32      20    2    1    0 
 726037    14    1565    0    0    0 
 726037    17      58    0    2    0 
 726369    15     246    1    1    0 
 726465    14    1895    0    2    0 
 726465    19     837    0    1    0 
 726892    24    1738    2    2    0 
 726892    25    1585    2    1    0 
 726959    18      51    0    0    0 
 727200    19      64    0    2    0 
 727299    35    1688    1    0    0 
 727300     0    1785    3    2    0 
 727645    22      42    1    2    0 
 727690    13    1881    3    2    0 
 727690    19     263    3    1    0 
 727690    20     600    2    0    0 
 727903    35      57    1    0    0 
 727904    35     108    0    2    0 
 727905     1      39    1    1    0 
 728664    17     133    3    0    0 
 728820    10     307    0    0    0 
 728820    11      55    2    1    0 
 728820    12      48    0    2    0 
 728836     1     520    0    2    0 
 729100    13      39    2    2    0 
 729823    33     124    0    0    0 
 730200    23      22    2    0    0 
 730910    24      53    1    0    0 
 730910    24      52    2    0    0 
 731115    20     651    2    0    0 
 731115    21      36    2    1    0 
 731150    10      69    2    2    0 
 731185    25     263    3    0    0 
 731185    28      21    0    1    0 
 731437    34      26    2    2    0 
 731957    13      80    2    1    0 
 732099    22    2023    0    2    0 
 732099    23    1588    2    2    0 
 732099    23    1591    2    1    0 
 732099    29      24    0    0    0 
 732742     8      99    1    2    0 
 733179    12    1551    3    2    0 
 733179    15      91    0    0    0 
 733179    17      18    2    2    0 
 733179    17      62    3    1    0 
 733362     5      18    2    0    0 
 733603    20     293    3    2    0 
 734199    15      70    1    2    0 
 734199    16     122    3    0    0 
 734199    17     921    3    1    0 
 734383     7     478    3    0    0 
 735025    34     235    1    2    0 
 735105     5    1750    1    0    0 
 735105     9    1226    1    1    0 
 735105    10     261    2    0    0 
 735820    17    1723    1    0    0 
 735820    23     118    1    2    0 
 736081    19    1865    3    2    0 
 736881    21      52    2    1    0 
 736999    21      57    3    2    0 
 737064     7      75    1    2    0 
 737064     7     144    2    0    0 
 737064     7     125    1    1    0 
 738056     4      43    0    2    0 
 738144     4     166    3    2    0 
 739257    11      41    1    1    0 
 739291    27      16    2    2    0 
 739524    18    1625    1    1    0 
 739596    26      95    2    0    0 
 740713    13    1361    2    0    0 
 740974    27      60    3    2    0 
 741076    13      17    2    1    0 
 741302    30    1653    3    2    0 
 741438     5      43    0    0    0 
 741567    26      35    2    2    0 
 742224    27     126    2    2    0 
 742502    21      46    2    0    0 
 742581    23    1675    1    1    0 
 742581    28      87    3    2    0 
 742581    28      97    1    2    0 
 742921    12      95    0    1    0 
 743210    35      48    2    1    0 
 743211     1     196    2    0    0 
 743307    28      28    2    2    0 
 743770    27     103    1    2    0 
 743770    27     103    1    0    0 
 743770    28     466    0    0    0 
 743770    28      34    3    0    0 
 743770    28      76    3    1    0 
 743770    29      35    1    1    0 
 744450     2    1536    3    1    0 
 744450     6     208    3    0    0 
 744464     6      35    0    0    0 
 744755    30     145    3    1    0 
 744755    35      16    2    2    0 
 744830    27     165    3    0    0 
 745349     2      75    3    0    0 
 745449    31     198    0    1    0 
 745797     7     353    1    1    0 
 746131    19      51    3    0    0 
 746432    35    1731    3    2    0 
 746632    25    1139    2    1    0 
 746803    16     230    0    0    0 
 746864    21      38    3    0    0 
 747100    29    1498    2    2    0 
 747100    32      66    0    2    0 
 747100    32     369    0    0    0 
 747100    32      28    0    1    0 
 747235    33      49    2    1    0 
 747385    29      35    1    2    0 
 747528    33    1570    2    2    0 
 747634    25      55    3    0    0 
 747797    10    1942    3    2    0 
 747797    15      35    3    1    0 
 748227    15     152    3    0    0 
 748291     4     115    3    0    0 
 748349    18     342    2    2    0 
 748373    34    1810    1    0    0 
 748512    12      31    0    2    0 
 748593    24     129    3    2    0 
 749428    19    1699    1    1    0 
 749743     9     156    1    2    0 
 750012    34      72    2    0    0 
 750048     6    1584    3    1    0 
 750484    25      35    1    2    0 
 750672    34     396    1    2    0 
 750672    34      69    3    1    0 
 751190    15      80    3    0    0 
 751480    26     132    2    2    0 
 751602     0    1744    1    0    0 
 751602     0    1754    2    0    0 
 751602     5      98    0    2    0 
 751602     6      67    3    2    0 
 751602     6     498    2    1    0 
 751602     6     175    0    1    0 
 751602     7     179    0    0    0 
 751602     7      31    2    2    0 
 751665    26     159    3    2    0 
 751980     9    1769    0    2    0 
 751980    11    1317    2    0    0 
 751980    11    1199    2    1    0 
 751980    12     459    1    0    0 
 752054    14      42    2    2    0 
 752241    30    1905    3    0    0 
 752242     0     107    3    2    0 
 752242     0      61    3    1    0 
 752246     2    1438    3    1    0 
 752510     1      33    0    1    0 
 752510     1     324    0    0    0 
 752980     3      16    2    1    0 
 753839    10      22    0    2    0 
 754092    31      17    2    1    0 
 754092    31      60    0    2    0 
 754092    33      94    3    2    0 
 754092    34      71    1    0    0 
 754412     2      85    0    2    0 
 754506    21      36    3    2    0 
 755038    17    1847    3    0    0 
 755264    33      27    0    1    0 
 755559    31      58    0    2    0 
 755889    18     136    2    0    0 
 756051     7      41    3    0    0 
 756296     1      26    0    2    0 
 757271    17     173    0    2    0 
 757328    22      22    0    1    0 
 757593    29     108    2    2    0 
 757802    17      24    0    0    0 
 757802    21      44    2    2    0 
 757862    12     225    2    0    0 
 757862    13      43    0    2    0 
 757924    29      76    2    2    0 
 759547    23      31    0    0    0 
 759589    14      19    2    2    0 
 759870    23      96    1    2    0 
